500116,20250110,73.01,73.35,68.9,69.4,29735499
500117,20250110,86.06,86.98,82.23,83.92,6419804
500119,20250110,152.95,152.95,146,146.45,2145578
500120,20250110,491.2,491.2,477,478.75,461331
500123,20250110,11750,11979.85,11151.55,11776.95,6682503
500124,20250110,1365,1385,1352.4,1354.2,70825312
500125,20250110,841.5,845.8,806.9,816.55,27641240
500126,20250110,5120,5320,4979.8,5246.25,3575836
500128,20250110,136,136,125.6,126.25,10201962
500133,20250110,5480,5523.35,5349.25,5369.15,2332993
500135,20250110,247.05,250.4,240.35,248.85,17000634
500136,20250110,155,164.3,150.9,156.95,10284096
500142,20250110,9.68,9.68,9.53,9.53,1636
500143,20250110,319.2,321,303.9,311.2,1013001
500144,20250110,1089.2,1090,1035.85,1038.4,27274914
500147,20250110,3980,4047.5,3799.95,3965.15,8701000
500148,20250110,514.05,515.6,495.4,498.9,1773740
500150,20250110,4133,4133,4029,4029.05,210748
500151,20250110,39.4,39.8,38,38,105161
500153,20250110,137.9,137.9,130.25,130.6,1925830
500159,20250110,153.5,157,140.05,144.2,816584
500160,20250110,11.8,11.86,11.32,11.38,902682
500163,20250110,4725.05,4890,4645,4773.95,39677309
500164,20250110,1046.75,1046.75,984.95,993.5,2982578
500165,20250110,255.2,257.15,252,253.7,7544296
500166,20250110,279.95,279.95,260,263.35,1625114
500168,20250110,1005.05,1018.35,990,991.65,6471622
500170,20250110,38.7,38.7,36,37.96,736107
500171,20250110,708.95,709,675,681.2,13542356
500173,20250110,84.44,85.29,78.3,79.44,1125975
500174,20250110,8,8.16,8,8.08,31421
500179,20250110,15.82,15.82,15.05,15.21,308219
500180,20250110,1670,1675,1654.15,1657.15,1056612715
500182,20250110,4149.45,4162.5,4085.85,4122.5,56474587
500183,20250110,104.85,105.05,100.05,100.4,74149236
500184,20250110,577.5,577.5,555.5,575.15,34629187
500185,20250110,36,36.26,34.34,34.48,41442599
500186,20250110,185.7,191.4,180.5,189.75,4937727
500187,20250110,1089.85,1089.85,995.9,1024.6,6961348
500188,20250110,437.05,438.95,427.35,433.15,64490849
500189,20250110,97.05,108.4,97.05,100.8,225429
500191,20250110,76.74,79.5,72.71,73.09,1082450
500192,20250110,2.99,3,2.8,2.88,36438
500193,20250110,17.2,17.54,16.91,17.06,2715050
500199,20250110,519.9,524.75,509,520.35,1578811
500201,20250110,1252.6,1323.1,1229.3,1308.8,16103664
500202,20250110,10.98,11.4,10.98,10.98,14594
500206,20250110,116,116,116,116,37816
500207,20250110,45.3,45.4,43.5,43.72,511968
500209,20250110,1931.55,1977,1931.55,1966.7,627600188
500210,20250110,3999.95,3999.95,3852.15,3935.05,5785047
500213,20250110,677.8,677.8,644,663.8,2743665
500214,20250110,654.95,654.95,622.5,629.35,6415055
500215,20250110,944.9,945.95,908.15,913.8,1557896
500219,20250110,75.5,75.75,71.74,73.92,17072422
500220,20250110,187.9,189,177.15,178.8,639034
500227,20250110,926.65,933.4,857.5,864.5,6245231
500228,20250110,890.8,903.15,880.45,901.15,24930538
500231,20250110,96,98.7,94.05,94.1,179038
500233,20250110,1098.9,1098.9,1062,1069.6,3942066
500234,20250110,178,183,176.8,182.85,198783
500235,20250110,1026.9,1065,975.8,987.5,3059532
500238,20250110,1734.95,1734.95,1660,1701.05,29121051
500239,20250110,25,25,23,23.2,261487
500240,20250110,157.3,162.5,153,154.4,2193094
500241,20250110,2119.95,2132.9,2036.5,2060.1,15966660
500243,20250110,4290,4311.85,4254.55,4259.3,239610
500245,20250110,632.65,632.65,600.05,620.1,37047845
500246,20250110,134,134,125,132.95,34678
500247,20250110,1775.3,1789.7,1753,1756.8,30497629
500248,20250110,9.8,9.8,9.8,9.8,14827
500249,20250110,750.8,750.85,729.65,734.05,2224779
500250,20250110,1296.2,1296.2,1242.05,1248.8,1534845
500251,20250110,6618.75,6625.7,6480,6581.95,52045931
500252,20250110,16027.05,16150,15948.3,16015.2,2354098
500253,20250110,576,576,554,555.05,10906653
500257,20250110,2235.25,2261.95,2185.5,2190.5,25332066
500259,20250110,147.2,151.85,142.25,149.8,2307213
500260,20250110,934.15,941.35,911.85,917.95,7468960
500262,20250110,13.77,14.12,13.77,14.12,20917
500264,20250110,176.2,177,166.65,171.7,5920371
500265,20250110,692.6,693.45,659,662.05,12099456
500266,20250110,9550.05,9550.05,9330,9432.6,3348250
500267,20250110,412.55,424,412,417.4,1811984
500268,20250110,61.55,61.55,57.55,57.8,3493841
500270,20250110,176.9,181.4,171.1,179.15,940370
500271,20250110,1084.05,1087.65,1073.75,1077.75,7217205
500277,20250110,9,9,8.9,8.95,2703
500279,20250110,22.25,22.7,21.67,21.79,1251987
500280,20250110,573.1,573.1,555,557.35,1249049
500282,20250110,50.26,52.75,50.26,52.75,2163
500284,20250110,192.6,199.7,191.9,199.6,227031
500285,20250110,52.06,52.89,49,49.66,347965117
500288,20250110,71,71.18,67.79,68.22,30163470
500290,20250110,118500.05,119178,117000,117094.7,52039227
500292,20250110,213.15,215.15,208.8,210,2086400
500294,20250110,258,258,250,251.1,58890031
500295,20250110,439,439.6,426.4,431.9,95349712
500296,20250110,246,246,236,240,813455
500298,20250110,1172,1172,1133,1133.1,620255
500300,20250110,2410.1,2412,2353,2365.4,10780961
500302,20250110,1030.05,1037.75,983.25,987.5,21583545
500304,20250110,179.2,183.25,173,174.2,13237269
500306,20250110,132.65,132.65,123.6,125,11362357
500307,20250110,499,499.3,484,485.35,17367503
500312,20250110,264,266.5,258.5,263.05,86510238
500313,20250110,67.99,67.99,66.84,66.84,18605
500314,20250110,170,172.9,165.8,169,2644097
500317,20250110,66.2,66.7,66.2,66.51,121914
500319,20250110,112,112,105.4,107.55,794867
500322,20250110,188.7,188.7,175.75,175.75,288112
500325,20250110,1255.9,1256.7,1236.15,1242.35,621468248
500327,20250110,13.61,13.61,12.98,13,128583
500330,20250110,1675.15,1676,1590,1600.1,54793326
500331,20250110,2973.6,2973.6,2897.55,2901.3,26266201
500333,20250110,2413,2413,2236.9,2253,13826072
500335,20250110,1239.4,1239.4,1172.65,1188.55,2014173
500336,20250110,256.55,269,250,251.7,22927285
500337,20250110,272.75,272.75,260.5,267.55,1259896
500338,20250110,157.35,157.35,150.15,151,3834638
500339,20250110,165,165,155.75,157.25,7924311
500342,20250110,67,70.8,64.6,70.8,425374
500343,20250110,60.05,61.52,59,59.02,382607
500346,20250110,55.79,55.79,50.4,52.6,170915
500350,20250110,181.55,181.6,175.35,176.1,560205
500354,20250110,53.05,53.05,51,51.41,634525
500355,20250110,296,296.5,287.3,288.85,3130250
500356,20250110,18.5,18.5,17.01,17.17,118989
500357,20250110,15.3,15.3,15.3,15.3,4941
500360,20250110,111,113.4,109.05,109.2,130184
500365,20250110,45.04,46.5,43.34,43.92,8843677
500367,20250110,78.18,78.45,76.13,76.25,1137247
500368,20250110,1870,1870,1793.6,1810.5,61689989
500370,20250110,67.6,68.87,66,66.11,178140
500378,20250110,259,262,248.1,256.25,12828803
500380,20250110,803.5,803.5,782,785.1,2880979
500387,20250110,26003.65,26007.65,25584.6,25730.5,9847749
500388,20250110,42.5,44.62,42.5,43.28,15592
500389,20250110,21.2,21.2,21.2,21.2,3552314
500390,20250110,291.85,301.2,283.45,292.15,94708647
500400,20250110,367.1,367.7,355.1,356.3,157325675
500402,20250110,221.3,229,215.5,215.5,6662723
500403,20250110,1055.2,1074.8,1043.2,1056.2,2068978
500404,20250110,288.1,298,281.3,290,6902850
500405,20250110,657.45,660.95,635.2,637.3,2792380
500407,20250110,3022.7,3022.7,2928,2929.2,888094
500408,20250110,5999.95,6200,5924,6003.15,575779825
500410,20250110,1973.85,1973.85,1925,1931.4,22136791
500411,20250110,3890.05,3915.95,3722,3771.8,14332303
500412,20250110,323.95,323.95,309.4,312.35,7472401
500413,20250110,181.85,181.85,173.6,174.3,8225144
500414,20250110,198,202,184.2,186.45,14906413
500418,20250110,122,122,120.8,121.4,30056
500420,20250110,3315.1,3346.9,3265.35,3275.85,23760763
500421,20250110,20.2,20.79,18.83,19.1,18028
500422,20250110,47.97,49.35,47,47.67,144537
500425,20250110,524.75,524.75,508.55,511.1,55602042
500426,20250110,2.79,2.93,2.68,2.88,397825
500429,20250110,151.95,155.05,148,150.6,223751
500439,20250110,4234.1,4234.1,4005,4005,830770
500440,20250110,588.75,588.75,571.6,574.5,161487698
500444,20250110,552.7,568.9,528.75,563.45,12286444
500449,20250110,40.78,40.78,38.35,38.99,2349929
500450,20250110,663.9,663.9,645,645,15174
500456,20250110,42.63,43,42.63,42.71,142936
500458,20250110,48.29,48.29,48.29,48.29,720245
500459,20250110,14796.6,14855.35,14624.45,14783.3,3259704
500460,20250110,128.9,128.9,123.25,123.75,529287
500463,20250110,647.15,651,612.5,618.65,32194128
500464,20250110,191,191,180.25,182.35,221056
500467,20250110,316.4,316.4,278.05,286.15,1030670
500469,20250110,193.4,193.6,187.1,188.9,37740827
500470,20250110,129.9,130.45,126.7,127.4,114456756
500472,20250110,4349.1,4388.95,4305.1,4321.75,7063521
500477,20250110,214.15,214.45,207.6,210.6,103076962
500480,20250110,3102.95,3113.95,2990,2999.05,57240406
500483,20250110,1706.8,1730.15,1670.9,1717.65,18409583
500488,20250110,29500.8,29809.4,28738.6,28791.2,17761957
500490,20250110,11168.9,11309.85,10702.95,10822.75,12162521
500493,20250110,1226.75,1228,1204.1,1209,21934405
500495,20250110,3419.95,3430,3328.05,3403.1,29979276
500500,20250110,27.14,27.14,25.81,25.93,979530
500510,20250110,3483.1,3551,3483.1,3535.25,670299179
500520,20250110,3124.8,3149,3055,3092.05,217145450
500530,20250110,32830.9,32865.6,31655.95,31804.65,5136455
500540,20250110,3.49,3.49,3.32,3.42,2340
500547,20250110,280.15,283.4,275.8,277.6,84943155
500550,20250110,6230,6245.95,6070,6104.45,30365888
500570,20250110,780.05,787.8,767.1,774.45,417657300
500575,20250110,1711.55,1728.55,1655.55,1665.6,23824732
500620,20250110,946.05,958.9,931,937.7,27980991
500645,20250110,1179,1180.25,1127.35,1146.2,84994178
500650,20250110,1306,1306,1239.9,1251.8,1376622
500655,20250110,4700,4709.05,4165,4291.05,49191676
500660,20250110,2200.5,2207.4,2145.25,2190.05,6629891
500670,20250110,570.95,570.95,543.2,546.75,29390583
500672,20250110,919.95,919.95,865.2,879.6,6309165
500674,20250110,5938.6,5941.2,5856.9,5868.8,1123561
500680,20250110,5436.65,5436.65,5216.35,5253.9,4746576
500690,20250110,201.8,202.85,194.65,195.2,10838091
500696,20250110,2435.65,2456.05,2414.3,2441.95,180798083
500710,20250110,3735,3836.8,3670,3735.35,10035140
500730,20250110,247,247,235.4,236.15,4791797
500770,20250110,1006,1019.15,969.6,979.15,158914663
500777,20250110,78.36,78.38,76.67,77.66,1232829
500780,20250110,320.05,320.05,306,308.25,1033443
500790,20250110,2269,2278.85,2242,2245.9,102233154
500800,20250110,968.2,978.2,959.4,972.35,22973544
500820,20250110,2349.8,2349.8,2315.75,2319.7,133058467
500825,20250110,4926.15,4958.8,4885,4936.85,18950198
500830,20250110,2854.85,2881.95,2812.75,2831.45,10811264
500840,20250110,414.95,414.95,395.65,411.75,7733672
500850,20250110,822.8,823.05,799,805.75,38343865
500870,20250110,198.15,198.15,188.4,190.35,16374581
500875,20250110,450.1,450.25,442.6,444.85,230368648
500877,20250110,476.5,477.45,458.5,461.9,33580030
500878,20250110,3115.95,3120,3065.05,3082.25,15444504
500890,20250110,115,115,114.65,114.7,140035
500940,20250110,226.45,226.45,217.1,220.25,108354984
501144,20250110,194.05,194.05,194.05,194.05,776
501150,20250110,32.14,32.14,30.6,30.93,935218
501242,20250110,15.87,15.87,15.87,15.87,6427
501295,20250110,320,331.9,320,329.15,5162591
501298,20250110,6149.6,6149.6,5966.05,5980,173748
501301,20250110,6510.45,6563.8,6374.35,6407,17697434
501311,20250110,14.23,14.23,14.23,14.23,7171
501314,20250110,1.02,1.02,0.97,0.99,519845
501343,20250110,29.99,30.69,28.02,28.5,98409
501351,20250110,146.05,146.05,146.05,146.05,730
501370,20250110,173,173,160,161.7,161394
501391,20250110,895,904.9,876,890.65,376379
501421,20250110,3217.9,3219,3059,3155.45,329313
501423,20250110,1639.9,1639.9,1559.6,1566.25,11088244
501425,20250110,2118,2118,2000.6,2009.1,9065893
501430,20250110,2279.45,2279.45,2175,2183.85,1722723
501455,20250110,261.3,261.9,247.15,248.45,102318869
501477,20250110,291.95,301.25,291.75,301.25,336718
501622,20250110,85.5,85.5,83.79,83.79,4001
501700,20250110,14.85,15.95,14.5,14.56,232998
501831,20250110,242.25,243.85,235.2,243.25,703441
501833,20250110,27.04,27.98,27,27.01,77287
501848,20250110,111.7,113.25,106.2,106.35,3703330
501945,20250110,6.09,6.09,5.87,5.87,40672
502015,20250110,48,48.7,45,45.35,1778197
502090,20250110,219,220.15,212.45,218.45,802424
502133,20250110,77.6,78.15,74.36,75.1,123556
502137,20250110,716,716,683.6,693.15,1049558
502157,20250110,971.9,990.35,953.05,962.8,3525403
502168,20250110,204.15,209.1,201.95,204.55,451070
502175,20250110,110,112.5,105.3,107.05,1533712
502180,20250110,84,84,81.88,82.1,2619508
502219,20250110,590,611.95,566.3,581.8,20942862
502250,20250110,420.65,439.15,418.25,439.15,206605
502281,20250110,18.97,19.5,18.14,18.66,212976
502294,20250110,51.48,55.67,50.95,50.95,84734
502330,20250110,92.5,92.51,90.15,91.42,677932
502355,20250110,2756.55,2779,2723.5,2733.1,7680132
502420,20250110,32.9,33.09,31.78,32.25,2375355
502445,20250110,64.32,66,64.13,64.13,141276
502448,20250110,2.21,2.23,2.07,2.18,150135
502450,20250110,309.9,310,285,288.95,868741
502587,20250110,68.6,70,65.51,66.91,461736
502589,20250110,143,143,143,143,143
502820,20250110,103.5,103.85,96.4,101.15,1661080
502865,20250110,439.8,450,428.35,433,1613232
502873,20250110,123.7,129.8,122,124.8,119550
502893,20250110,102,105,98.5,98.5,92591
502901,20250110,133.95,133.95,124.6,126.1,467043
502933,20250110,205.7,215.75,205,209,118106
502937,20250110,215.7,215.7,208.85,209.15,5383677
502958,20250110,6603.45,6606,6555,6555,131876
502986,20250110,476,481.8,464.55,473.9,3655223
503031,20250110,42.54,42.54,39.8,40.34,1471945
503100,20250110,1669.65,1684.6,1639.75,1659.95,44396563
503101,20250110,634.65,649.4,622.8,626.2,10186915
503127,20250110,5600,5600,5600,5600,11200
503162,20250110,206.8,209.35,204.75,205.1,14721
503169,20250110,238.85,242.05,229,230.35,880685
503310,20250110,672.45,676.05,644.4,650.2,47340178
503349,20250110,7053.9,7650.95,6800.1,7562.25,51753
503624,20250110,10.24,10.35,10.02,10.24,48179
503641,20250110,13.75,13.75,13.21,13.34,297085
503657,20250110,22.11,22.55,21.3,21.42,582689
503663,20250110,3.42,3.42,3.42,3.42,478427
503675,20250110,1.32,1.32,1.24,1.27,66924
503681,20250110,176175,176175,171505,172396.35,9362322
503685,20250110,33.3,33.3,31.6,31.6,85688
503722,20250110,139.95,139.95,135.05,137.6,240195
503772,20250110,62,62,61.01,61.01,6505
503776,20250110,54.26,59.8,54.26,59.8,5945
503804,20250110,381,406,381,389.25,409815
503806,20250110,2549.8,2618.85,2513.15,2602.95,134214255
503811,20250110,920.8,939.7,871.05,881.1,33111600
503816,20250110,96.54,99,90.11,91.22,1313129
503837,20250110,15.8,16.4,15.8,16.4,35704
503863,20250110,10.64,10.64,10.64,10.64,53
503960,20250110,3664.95,3664.95,3250,3283.1,13913976
504000,20250110,115.2,115.2,107.5,109.95,12839350
504028,20250110,139.75,145.85,133.85,134.95,1309381
504036,20250110,1359.9,1359.9,1240.75,1253.05,4120713
504058,20250110,589,589,531,536.25,620590
504067,20250110,774.95,789.45,769.75,780.15,25169525
504076,20250110,88.96,92.97,83,86.93,4764620
504080,20250110,1580.1,1580.1,1545,1572.65,12581
504084,20250110,1213.05,1213.05,1213.05,1213.05,2645662
504092,20250110,118.63,130.99,113.05,121.29,7478802
504093,20250110,445.3,447.8,420,434.65,3513113
504112,20250110,1276.85,1286.1,1228,1234.2,16887565
504132,20250110,977.5,988.85,962,976,5044496
504176,20250110,612.55,628,591.7,595.6,4396024
504180,20250110,79.22,79.22,71.9,77.14,455198
504212,20250110,834.15,834.15,762.7,768.25,14422310
504220,20250110,107.75,107.75,103.75,105.15,798049
504240,20250110,1002.1,1028,979.5,988.65,12884287
504258,20250110,1196,1222.8,1192,1195,82693
504273,20250110,35.71,35.71,35.71,35.71,4213672
504286,20250110,108.5,108.5,102,102.55,207326
504340,20250110,7.94,8.25,7.94,7.94,90682
504341,20250110,120.35,124.9,120,123.45,2184346
504346,20250110,212.9,212.9,212.9,212.9,638
504351,20250110,2.01,2.03,1.9,1.98,4449915
504356,20250110,10.69,10.69,9.8,9.8,10111
504369,20250110,0.63,0.65,0.63,0.64,153526
504378,20250110,5.69,5.69,5.69,5.69,455473
504380,20250110,69,72,69,70.07,120754
504392,20250110,65.21,68.35,60.05,61.08,3289417
504605,20250110,2680,2680,2513,2570.1,1103217
504614,20250110,471.7,478.15,462.35,472.8,27068205
504646,20250110,454,454.9,445,447.55,10307
504648,20250110,61.18,63.89,61.18,62.12,47385
504731,20250110,117.75,117.75,111.9,111.9,869134
504741,20250110,371,371,345.3,349.15,3311417
504786,20250110,905,909.5,871.3,887.55,2481713
504810,20250110,120.4,125,120.4,124.4,21269
504840,20250110,1821,1821,1821,1821,1821
504879,20250110,47.55,49.05,46.2,47.41,154112
504882,20250110,4150,4250,4100.05,4160,78833
504903,20250110,43.06,43.06,39.72,40.8,2236543
504908,20250110,495,506,480.15,484.85,499846
504918,20250110,400,401.4,383.4,384.8,14657823
504959,20250110,3040,3120,3000,3010,404108
504973,20250110,1601.95,1602,1473.45,1496.65,16229121
504988,20250110,1305,1305,1275,1276.8,322555
505010,20250110,1778.35,1794.35,1757,1785.2,1201174
505029,20250110,112.78,112.78,112.78,112.78,160260
505036,20250110,2063.9,2063.9,1951.55,1963.1,1488469
505075,20250110,21.3,21.3,19.57,19.69,720153
505160,20250110,291,300,285.85,290.45,1909752
505163,20250110,1496.95,1496.95,1380.15,1399.75,4176360
505192,20250110,1386.95,1386.95,1319.95,1333.55,1341816
505196,20250110,307.95,309,292.6,293.9,779857
505200,20250110,5140.25,5151,5035.95,5060.05,38162136
505212,20250110,246.75,264.1,241.8,248.8,343228
505216,20250110,2020,2020,1950.5,1952.8,41461
505232,20250110,1205,1205,1140,1163.95,994035
505242,20250110,7878.5,7932.7,7650,7724.1,6327515
505250,20250110,111,114.2,110.7,110.85,35599
505255,20250110,1229.8,1295.2,1204.1,1214.7,19551830
505283,20250110,1504.95,1504.95,1423.7,1431.65,10577709
505285,20250110,705,733.7,705,705,4258
505299,20250110,985.9,985.9,932.25,948.2,2332397
505302,20250110,2302,2302,2302,2302,13812
505324,20250110,21.57,21.57,20,20,2179
505336,20250110,5.25,5.25,5.25,5.25,4703716
505343,20250110,1.59,1.59,1.59,1.59,162095
505355,20250110,1040,1041,989.7,992.85,3624658
505358,20250110,231.95,231.95,219.75,222.8,6253476
505368,20250110,373.3,373.3,357.05,361.65,41868
505400,20250110,126.5,126.5,119.45,120,4737481
505412,20250110,16221.4,16221.4,15686,15735.2,589974
505502,20250110,2.79,2.79,2.79,2.79,45334
505504,20250110,104.4,104.4,104.4,104.4,5220
505509,20250110,262.3,262.3,250.8,251.5,2631542
505515,20250110,10.35,10.64,10.35,10.35,16392
505520,20250110,6.5,6.5,6.5,6.5,6
505523,20250110,0.78,0.78,0.75,0.76,531010
505526,20250110,120.1,120.1,111.55,112.15,13032705
505533,20250110,804.1,804.1,786.7,792.15,1846910
505537,20250110,132.15,132.15,124.75,125.2,126417057
505590,20250110,4.8,5.04,4.77,4.81,108701
505650,20250110,18.49,18.58,17.56,18.12,224234
505681,20250110,633.3,638.5,620.5,632.45,258436
505688,20250110,96.9,97.2,94.26,94.45,186770
505690,20250110,1651.65,1674.5,1583.1,1603.55,385851
505693,20250110,12.67,12.8,12.35,12.53,520610
505700,20250110,615,615,584.3,594.4,8219799
505710,20250110,104.95,105.95,102.25,102.65,19574406
505712,20250110,209,214.7,202,209.7,5256732
505714,20250110,456.6,459.15,439.65,445.35,10268429
505720,20250110,216.9,216.9,207.6,209.75,671539
505725,20250110,990,999.85,970,979.75,6024975
505726,20250110,2035,2035,1856,1864.45,14250446
505729,20250110,75.61,76.39,69.69,70.49,13229127
505737,20250110,955,967.8,890,917.35,3139951
505744,20250110,392.7,394.7,385.8,388.35,1369881
505750,20250110,569.35,579.95,550.15,557.65,13566345
505790,20250110,3424.85,3425.35,3319.15,3324.65,6839900
505800,20250110,1657,1670.7,1611,1640.05,1083823
505827,20250110,364.65,369,348,354.05,411632
505840,20250110,35.99,35.99,33.69,35.81,114919
505850,20250110,165.85,168.05,159.55,161.55,1292961
505854,20250110,423.8,423.8,406.1,406.65,701771
505872,20250110,737,739.85,696,699.45,69466426
505890,20250110,2905.55,2950.05,2815,2852.65,4014210
505893,20250110,1067.55,1067.55,1067.55,1067.55,341616
505978,20250110,5140,5140,4700,4859.6,4992392
506003,20250110,55.1,56,55.1,55.2,40114
506022,20250110,155.8,155.8,150.55,151.4,4721452
506074,20250110,3.32,3.34,3.15,3.23,592521
506076,20250110,1898.95,1898.95,1834,1873.55,3243726
506105,20250110,79.2,79.2,77.25,77.5,54227
506109,20250110,1029.2,1030.5,973.25,1004.05,22736121
506122,20250110,182.5,182.5,165.3,179,341030
506128,20250110,152.05,178,152.05,164.05,7769450
506134,20250110,22.59,22.59,22.59,22.59,4708682
506146,20250110,1,1.05,0.99,1,397814
506180,20250110,432.1,432.1,432.1,432.1,432
506184,20250110,2.66,2.7,2.62,2.69,530471
506186,20250110,44.57,49.25,44.57,44.57,222645
506194,20250110,535.5,535.5,494.6,498.55,6112318
506197,20250110,166.3,168.3,159.35,160.5,11226044
506222,20250110,2996,3038.65,2787.3,2882.6,20430366
506235,20250110,126.95,127.3,122.05,123,6684255
506248,20250110,303.95,305.75,292,299.55,805623
506260,20250110,221,221,210.55,213.7,1086501
506261,20250110,175.45,176.5,165,166.95,2296757
506285,20250110,5539.3,5539.3,5275,5313.1,3830291
506365,20250110,106.8,106.8,101.85,101.9,24713
506390,20250110,545.05,546.45,540.55,543.4,484708
506395,20250110,1950,1950,1904.3,1920.6,20858391
506401,20250110,2457.85,2457.9,2408.6,2420.75,18499441
506405,20250110,363,363,338,345,511512
506414,20250110,415.1,422,400,402.7,9576863
506480,20250110,373.85,374,360.6,363.45,546582
506520,20250110,9.85,9.85,9.2,9.31,109569
506525,20250110,119.5,119.5,110.45,111.05,166598
506528,20250110,3490,3490,3278,3326.7,2538872
506530,20250110,1520.6,1600,1520.6,1600,7682
506532,20250110,756,760,700,721.15,7197006
506543,20250110,9.49,9.49,8.65,8.8,18000
506579,20250110,219.75,226.9,216.55,220.35,478179
506590,20250110,395.8,401.05,383.5,391.2,110884856
506597,20250110,504,504,455.05,468.3,14637842
506605,20250110,2619.8,2650,2511.1,2528.8,284545
506618,20250110,1022.05,1022.05,985.95,1000.4,11993
506640,20250110,423.4,430,423.4,430,66128
506642,20250110,41.11,41.11,37.61,38.53,3150132
506655,20250110,1110.05,1114.4,1083.5,1098.6,8556239
506680,20250110,26.52,26.8,24.76,26.79,19601
506685,20250110,525,527.45,520,521.1,3916662
506687,20250110,1617,1637.5,1600,1603.6,3307305
506690,20250110,685.7,711,675,689.85,1302396
506734,20250110,144.05,148,143.25,145,256456
506767,20250110,1811,1831.65,1758.15,1770.95,29257682
506808,20250110,91.46,91.46,87,88.65,3130948
506820,20250110,7040,7040,6854.95,6912.5,7374070
506852,20250110,38.64,38.64,36.8,37.09,2596954
506854,20250110,2898,2931.65,2822,2856.85,10978059
506858,20250110,65.5,67.99,64.6,64.6,57052
506879,20250110,336,338.95,322.2,325,17630922
506906,20250110,4.35,4.35,3.71,4.28,7377
506919,20250110,179.45,189.55,178.05,179.95,851844
506935,20250110,90.25,95,90.25,93.8,9226
506943,20250110,1854.15,1868.95,1792.4,1823.35,4607366
506947,20250110,188,196.6,188,196.6,577967
506981,20250110,165.2,173,165.2,169.9,36663
507155,20250110,238.2,238.2,225.5,226.6,2876866
507180,20250110,125.95,125.95,124.4,124.4,16406
507205,20250110,418.7,418.7,396,401.5,26230993
507265,20250110,242.1,242.1,242.1,242.1,32683
507300,20250110,1317,1413,1316,1316.5,50148
507315,20250110,28.95,29.7,27.38,27.65,649394
507410,20250110,258.75,258.75,246.15,248.8,12012982
507438,20250110,547,547,538,538,12424
507474,20250110,75.51,76,73.01,75.53,295165
507486,20250110,48,48.03,48,48.03,144
507488,20250110,761.6,761.6,739.3,746.45,4082651
507490,20250110,18.3,18.3,16.9,17.12,817887
507498,20250110,67,68,63.01,66.33,700919
507514,20250110,114.6,114.6,107.9,110.3,4397100
507515,20250110,24,26.04,23.65,25.48,113316
507526,20250110,1170.45,1182.7,1142.9,1174.3,22525772
507552,20250110,110.25,110.25,104.1,104.4,431017
507580,20250110,213.8,213.8,204.1,207.3,246227
